#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 
46.23 4.86 -36.25 -31.39 5.00 5.52 6.86 -5.77 0.52 -0.64 -0.49 5.00 5.55 6.07 -4.65 -0.24 0.97 0.20 
46.24 4.87 -36.35 -31.48 5.00 5.53 6.86 -5.78 0.52 -0.64 -0.48 5.00 5.54 6.08 -4.64 -0.24 0.97 0.20 
46.25 4.88 -36.45 -31.56 5.00 5.53 6.85 -5.78 0.52 -0.65 -0.48 5.00 5.54 6.09 -4.64 -0.24 0.97 0.19 
46.26 4.90 -36.54 -31.64 5.00 5.54 6.84 -5.79 0.52 -0.65 -0.47 5.00 5.54 6.10 -4.64 -0.24 0.98 0.19 
46.27 4.91 -36.63 -31.72 5.00 5.54 6.84 -5.79 0.52 -0.65 -0.47 5.00 5.54 6.11 -4.64 -0.24 0.98 0.18 
46.28 4.92 -36.71 -31.80 5.00 5.55 6.83 -5.80 0.52 -0.66 -0.46 5.00 5.53 6.12 -4.64 -0.24 0.98 0.18 
46.29 4.93 -36.80 -31.87 5.00 5.55 6.82 -5.80 0.52 -0.66 -0.46 5.00 5.53 6.13 -4.64 -0.24 0.99 0.17 
46.30 4.94 -36.88 -31.94 5.00 5.56 6.82 -5.81 0.52 -0.66 -0.45 5.00 5.53 6.14 -4.63 -0.24 0.99 0.16 
46.31 4.94 -36.95 -32.01 5.00 5.56 6.81 -5.81 0.52 -0.67 -0.45 5.00 5.53 6.15 -4.63 -0.24 0.99 0.16 
46.32 4.95 -37.02 -32.07 5.00 5.57 6.80 -5.82 0.52 -0.67 -0.44 5.00 5.53 6.16 -4.63 -0.24 1.00 0.15 
46.33 4.96 -37.09 -32.13 5.00 5.57 6.80 -5.82 0.52 -0.67 -0.43 5.00 5.52 6.17 -4.63 -0.24 1.00 0.15 
46.34 4.97 -37.16 -32.19 5.00 5.58 6.79 -5.82 0.52 -0.67 -0.43 5.00 5.52 6.18 -4.63 -0.23 1.00 0.14 
46.35 4.98 -37.22 -32.24 5.00 5.58 6.78 -5.83 0.52 -0.68 -0.42 5.00 5.52 6.19 -4.63 -0.23 1.01 0.14 
46.36 4.98 -37.28 -32.29 5.00 5.59 6.78 -5.83 0.52 -0.68 -0.42 5.00 5.52 6.20 -4.63 -0.23 1.01 0.13 
46.37 4.99 -37.33 -32.34 5.00 5.59 6.77 -5.84 0.52 -0.68 -0.41 5.00 5.51 6.21 -4.62 -0.23 1.01 0.13 
46.38 4.99 -37.38 -32.38 5.00 5.60 6.76 -5.84 0.52 -0.69 -0.41 5.00 5.51 6.22 -4.62 -0.23 1.01 0.12 
46.39 5.00 -37.42 -32.42 5.00 5.60 6.76 -5.85 0.52 -0.69 -0.40 5.00 5.51 6.23 -4.62 -0.23 1.02 0.11 
46.40 5.00 -37.46 -32.46 5.00 5.61 6.75 -5.85 0.52 -0.69 -0.40 5.00 5.51 6.24 -4.62 -0.23 1.02 0.11 
46.41 5.01 -37.50 -32.49 5.00 5.61 6.74 -5.85 0.52 -0.69 -0.39 5.00 5.50 6.25 -4.62 -0.23 1.02 0.10 
46.42 5.01 -37.53 -32.52 5.00 5.62 6.74 -5.86 0.52 -0.69 -0.38 5.00 5.50 6.26 -4.62 -0.23 1.02 0.10 
46.43 5.02 -37.56 -32.54 5.00 5.62 6.73 -5.86 0.51 -0.70 -0.38 5.00 5.50 6.27 -4.62 -0.23 1.03 0.09 
46.44 5.02 -37.58 -32.57 5.00 5.63 6.72 -5.86 0.51 -0.70 -0.37 5.00 5.50 6.28 -4.62 -0.23 1.03 0.09 
46.45 5.02 -37.60 -32.58 5.00 5.63 6.71 -5.87 0.51 -0.70 -0.37 5.00 5.49 6.29 -4.62 -0.23 1.03 0.08 
46.46 5.02 -37.62 -32.60 5.00 5.64 6.71 -5.87 0.51 -0.70 -0.36 5.00 5.49 6.30 -4.61 -0.23 1.03 0.07 
46.47 5.02 -37.63 -32.60 5.00 5.64 6.70 -5.88 0.51 -0.71 -0.35 5.00 5.49 6.31 -4.61 -0.23 1.03 0.07 
46.48 5.03 -37.63 -32.61 5.00 5.65 6.69 -5.88 0.51 -0.71 -0.35 5.00 5.49 6.32 -4.61 -0.23 1.04 0.06 
46.49 5.03 -37.64 -32.61 5.00 5.65 6.69 -5.88 0.51 -0.71 -0.34 5.00 5.49 6.33 -4.61 -0.23 1.04 0.06 
46.50 5.03 -37.63 -32.61 5.00 5.66 6.68 -5.89 0.51 -0.71 -0.34 5.00 5.48 6.34 -4.61 -0.23 1.04 0.05 
46.51 5.03 -37.63 -32.60 5.00 5.66 6.67 -5.89 0.51 -0.71 -0.33 5.00 5.48 6.35 -4.61 -0.23 1.04 0.04 
46.52 5.02 -37.61 -32.59 5.00 5.67 6.67 -5.89 0.51 -0.71 -0.32 5.00 5.48 6.36 -4.61 -0.22 1.04 0.04 
46.53 5.02 -37.60 -32.57 5.00 5.67 6.66 -5.90 0.51 -0.71 -0.32 5.00 5.48 6.37 -4.61 -0.22 1.04 0.03 
46.54 5.02 -37.58 -32.56 5.00 5.68 6.65 -5.90 0.51 -0.72 -0.31 5.00 5.47 6.38 -4.61 -0.22 1.04 0.03 
46.55 5.02 -37.55 -32.53 5.00 5.68 6.64 -5.90 0.51 -0.72 -0.31 5.00 5.47 6.40 -4.61 -0.22 1.05 0.02 
46.56 5.01 -37.52 -32.51 5.00 5.69 6.64 -5.90 0.50 -0.72 -0.30 5.00 5.47 6.41 -4.61 -0.22 1.05 0.01 
46.57 5.01 -37.49 -32.48 5.00 5.69 6.63 -5.91 0.50 -0.72 -0.29 5.00 5.47 6.42 -4.61 -0.22 1.05 0.01 
46.58 5.01 -37.45 -32.44 5.00 5.70 6.62 -5.91 0.50 -0.72 -0.29 5.00 5.47 6.43 -4.61 -0.22 1.05 0.00 
46.59 5.00 -37.41 -32.40 5.00 5.70 6.62 -5.91 0.50 -0.72 -0.28 5.00 5.46 6.44 -4.61 -0.22 1.05 -0.00 
46.60 5.00 -37.36 -32.36 5.00 5.71 6.61 -5.92 0.50 -0.72 -0.28 5.00 5.46 6.45 -4.61 -0.22 1.05 -0.01 
46.61 4.99 -37.31 -32.32 5.00 5.71 6.60 -5.92 0.50 -0.72 -0.27 5.00 5.46 6.46 -4.61 -0.22 1.05 -0.02 
46.62 4.99 -37.26 -32.27 5.00 5.72 6.59 -5.92 0.50 -0.72 -0.26 5.00 5.46 6.47 -4.61 -0.21 1.05 -0.02 
46.63 4.98 -37.20 -32.22 5.00 5.72 6.59 -5.92 0.50 -0.72 -0.26 5.00 5.46 6.48 -4.61 -0.21 1.05 -0.03 
46.64 4.97 -37.14 -32.16 5.00 5.73 6.58 -5.93 0.50 -0.72 -0.25 5.00 5.45 6.49 -4.61 -0.21 1.05 -0.03 
46.65 4.97 -37.07 -32.10 5.00 5.73 6.57 -5.93 0.49 -0.73 -0.25 5.00 5.45 6.50 -4.61 -0.21 1.05 -0.04 
46.66 4.96 -37.00 -32.04 5.00 5.74 6.56 -5.93 0.49 -0.73 -0.24 5.00 5.45 6.51 -4.61 -0.21 1.05 -0.05 
46.67 4.95 -36.93 -31.98 5.00 5.74 6.56 -5.93 0.49 -0.73 -0.23 5.00 5.45 6.52 -4.61 -0.21 1.05 -0.05 
46.68 4.94 -36.85 -31.91 5.00 5.75 6.55 -5.94 0.49 -0.73 -0.23 5.00 5.44 6.53 -4.61 -0.21 1.05 -0.06 
46.69 4.93 -36.77 -31.84 5.00 5.75 6.54 -5.94 0.49 -0.73 -0.22 5.00 5.44 6.54 -4.61 -0.20 1.05 -0.06 
46.70 4.92 -36.68 -31.76 5.00 5.76 6.54 -5.94 0.49 -0.73 -0.21 5.00 5.44 6.55 -4.62 -0.20 1.05 -0.07 
46.71 4.91 -36.60 -31.68 5.00 5.76 6.53 -5.94 0.49 -0.73 -0.21 5.00 5.44 6.56 -4.62 -0.20 1.05 -0.08 
46.72 4.90 -36.51 -31.60 5.00 5.77 6.52 -5.94 0.48 -0.73 -0.20 5.00 5.44 6.57 -4.62 -0.20 1.05 -0.08 
46.73 4.89 -36.41 -31.52 5.00 5.77 6.51 -5.95 0.48 -0.73 -0.20 5.00 5.43 6.58 -4.62 -0.20 1.05 -0.09 
46.74 4.88 -36.32 -31.44 5.00 5.78 6.51 -5.95 0.48 -0.73 -0.19 5.00 5.43 6.60 -4.62 -0.20 1.05 -0.10 
46.75 4.87 -36.22 -31.35 5.00 5.78 6.50 -5.95 0.48 -0.72 -0.18 5.00 5.43 6.61 -4.62 -0.20 1.05 -0.10 
46.76 4.86 -36.12 -31.26 5.00 5.79 6.49 -5.95 0.48 -0.72 -0.18 5.00 5.43 6.62 -4.62 -0.19 1.05 -0.11 
46.77 4.84 -36.01 -31.17 5.00 5.79 6.48 -5.95 0.48 -0.72 -0.17 5.00 5.43 6.63 -4.62 -0.19 1.05 -0.11 
46.78 4.83 -35.90 -31.07 5.00 5.80 6.48 -5.96 0.47 -0.72 -0.17 5.00 5.42 6.64 -4.62 -0.19 1.05 -0.12 
46.79 4.82 -35.79 -30.97 5.00 5.80 6.47 -5.96 0.47 -0.72 -0.16 5.00 5.42 6.65 -4.62 -0.19 1.05 -0.13 
46.80 4.81 -35.68 -30.88 5.00 5.81 6.46 -5.96 0.47 -0.72 -0.15 5.00 5.42 6.66 -4.63 -0.19 1.05 -0.13 
46.81 4.79 -35.57 -30.78 5.00 5.81 6.46 -5.96 0.47 -0.72 -0.15 5.00 5.42 6.67 -4.63 -0.19 1.05 -0.14 
46.82 4.78 -35.45 -30.67 5.00 5.82 6.45 -5.96 0.47 -0.72 -0.14 5.00 5.42 6.68 -4.63 -0.18 1.05 -0.14 
46.83 4.76 -35.33 -30.57 5.00 5.82 6.44 -5.96 0.47 -0.72 -0.14 5.00 5.42 6.69 -4.63 -0.18 1.05 -0.15 
46.84 4.73 -35.22 -30.48 5.00 5.83 6.43 -5.96 0.46 -0.72 -0.13 5.00 5.41 6.70 -4.63 -0.18 1.05 -0.16 
46.85 4.70 -35.10 -30.40 5.00 5.83 6.43 -5.97 0.46 -0.71 -0.11 5.00 5.41 6.71 -4.63 -0.18 1.04 -0.17 
46.86 4.68 -34.98 -30.31 5.00 5.83 6.42 -5.97 0.46 -0.71 -0.10 5.00 5.41 6.72 -4.64 -0.17 1.04 -0.18 
46.87 4.65 -34.87 -30.22 5.00 5.84 6.41 -5.97 0.45 -0.71 -0.09 5.00 5.41 6.73 -4.64 -0.17 1.04 -0.20 
46.88 4.62 -34.76 -30.14 5.00 5.84 6.41 -5.97 0.45 -0.71 -0.08 5.00 5.41 6.74 -4.64 -0.16 1.04 -0.21 
46.89 4.59 -34.65 -30.06 5.00 5.85 6.40 -5.97 0.44 -0.70 -0.07 5.00 5.41 6.75 -4.64 -0.16 1.03 -0.22 
46.90 4.56 -34.54 -29.97 5.00 5.85 6.39 -5.97 0.44 -0.70 -0.06 5.00 5.40 6.76 -4.64 -0.16 1.03 -0.23 
46.91 4.54 -34.43 -29.89 5.00 5.86 6.38 -5.97 0.44 -0.70 -0.05 5.00 5.40 6.77 -4.65 -0.15 1.03 -0.24 
46.92 4.51 -34.32 -29.81 5.00 5.86 6.38 -5.97 0.43 -0.69 -0.04 5.00 5.40 6.78 -4.65 -0.15 1.02 -0.25 
46.93 4.48 -34.21 -29.73 5.00 5.87 6.37 -5.97 0.43 -0.69 -0.02 5.00 5.40 6.79 -4.65 -0.15 1.02 -0.26 
46.94 4.45 -34.11 -29.65 5.00 5.87 6.36 -5.97 0.43 -0.69 -0.01 5.00 5.40 6.80 -4.65 -0.14 1.02 -0.27 
46.95 4.43 -34.00 -29.58 5.00 5.87 6.36 -5.97 0.42 -0.68 -0.00 5.00 5.40 6.81 -4.66 -0.14 1.01 -0.28 
46.96 4.40 -33.90 -29.50 5.00 5.88 6.35 -5.97 0.42 -0.68 0.01 5.00 5.40 6.82 -4.66 -0.13 1.01 -0.29 
46.97 4.38 -33.80 -29.42 5.00 5.88 6.34 -5.97 0.41 -0.68 0.02 5.00 5.39 6.83 -4.66 -0.13 1.01 -0.30 
46.98 4.35 -33.70 -29.35 5.00 5.89 6.34 -5.97 0.41 -0.67 0.03 5.00 5.39 6.84 -4.67 -0.13 1.00 -0.31 
46.99 4.33 -33.60 -29.27 5.00 5.89 6.33 -5.97 0.41 -0.67 0.04 5.00 5.39 6.85 -4.67 -0.12 1.00 -0.32 
47.00 4.30 -33.50 -29.20 5.00 5.89 6.32 -5.97 0.40 -0.67 0.05 5.00 5.39 6.86 -4.67 -0.12 0.99 -0.33 
47.01 4.28 -33.40 -29.13 5.00 5.90 6.32 -5.97 0.40 -0.66 0.06 5.00 5.39 6.87 -4.68 -0.12 0.99 -0.34 
47.02 4.25 -33.31 -29.05 5.00 5.90 6.31 -5.97 0.40 -0.66 0.07 5.00 5.39 6.88 -4.68 -0.11 0.99 -0.35 
47.03 4.23 -33.21 -28.98 5.00 5.91 6.30 -5.97 0.39 -0.65 0.08 5.00 5.39 6.89 -4.68 -0.11 0.98 -0.36 
47.04 4.21 -33.12 -28.91 5.00 5.91 6.30 -5.97 0.39 -0.65 0.09 5.00 5.39 6.90 -4.69 -0.10 0.98 -0.37 
47.05 4.18 -33.03 -28.84 5.00 5.91 6.29 -5.97 0.38 -0.64 0.09 5.00 5.38 6.91 -4.69 -0.10 0.97 -0.38 
47.06 4.16 -32.93 -28.77 5.00 5.92 6.28 -5.96 0.38 -0.64 0.10 5.00 5.38 6.92 -4.69 -0.10 0.97 -0.39 
47.07 4.14 -32.84 -28.71 5.00 5.92 6.28 -5.96 0.38 -0.64 0.11 5.00 5.38 6.93 -4.70 -0.09 0.96 -0.40 
47.08 4.11 -32.75 -28.64 5.00 5.93 6.27 -5.96 0.37 -0.63 0.12 5.00 5.38 6.94 -4.70 -0.09 0.96 -0.41 
47.09 4.09 -32.67 -28.57 5.00 5.93 6.27 -5.96 0.37 -0.63 0.13 5.00 5.38 6.95 -4.71 -0.09 0.95 -0.42 
47.10 4.07 -32.58 -28.51 5.00 5.93 6.26 -5.96 0.36 -0.62 0.14 5.00 5.38 6.96 -4.71 -0.08 0.95 -0.43 
47.11 4.05 -32.49 -28.44 5.00 5.94 6.25 -5.96 0.36 -0.62 0.15 5.00 5.38 6.97 -4.72 -0.08 0.94 -0.43 
47.12 4.03 -32.41 -28.38 5.00 5.94 6.25 -5.96 0.36 -0.61 0.16 5.00 5.38 6.98 -4.72 -0.07 0.94 -0.44 
47.13 4.01 -32.32 -28.32 5.00 5.94 6.24 -5.95 0.35 -0.61 0.16 5.00 5.38 6.99 -4.72 -0.07 0.94 -0.45 
47.14 3.98 -32.24 -28.25 5.00 5.95 6.23 -5.95 0.35 -0.60 0.17 5.00 5.38 7.00 -4.73 -0.07 0.93 -0.46 
47.15 3.96 -32.16 -28.19 5.00 5.95 6.23 -5.95 0.35 -0.60 0.18 5.00 5.38 7.01 -4.73 -0.06 0.92 -0.47 
47.16 3.94 -32.08 -28.13 5.00 5.95 6.22 -5.95 0.34 -0.59 0.19 5.00 5.38 7.02 -4.74 -0.06 0.92 -0.48 
47.17 3.92 -32.00 -28.07 5.00 5.96 6.22 -5.95 0.34 -0.59 0.20 5.00 5.38 7.03 -4.74 -0.05 0.91 -0.48 
47.18 3.90 -31.92 -28.01 5.00 5.96 6.21 -5.95 0.33 -0.58 0.21 5.00 5.38 7.03 -4.75 -0.05 0.91 -0.49 
47.19 3.88 -31.84 -27.96 5.00 5.96 6.21 -5.94 0.33 -0.58 0.21 5.00 5.37 7.04 -4.75 -0.05 0.90 -0.50 
47.20 3.87 -31.76 -27.90 5.00 5.97 6.20 -5.94 0.33 -0.57 0.22 5.00 5.37 7.05 -4.76 -0.04 0.90 -0.51 
47.21 3.85 -31.69 -27.84 5.00 5.97 6.19 -5.94 0.32 -0.56 0.23 5.00 5.37 7.06 -4.76 -0.04 0.89 -0.51 
47.22 3.83 -31.61 -27.79 5.00 5.97 6.19 -5.94 0.32 -0.56 0.24 5.00 5.37 7.07 -4.77 -0.04 0.89 -0.52 
47.23 3.81 -31.54 -27.73 5.00 5.98 6.18 -5.93 0.32 -0.55 0.24 5.00 5.37 7.08 -4.77 -0.03 0.88 -0.53 
47.24 3.79 -31.47 -27.68 5.00 5.98 6.18 -5.93 0.31 -0.55 0.25 5.00 5.37 7.09 -4.78 -0.03 0.88 -0.54 
47.25 3.77 -31.39 -27.62 5.00 5.98 6.17 -5.93 0.31 -0.54 0.26 5.00 5.37 7.10 -4.78 -0.02 0.87 -0.54 
47.26 3.75 -31.32 -27.57 5.00 5.99 6.17 -5.93 0.30 -0.54 0.26 5.00 5.37 7.11 -4.79 -0.02 0.86 -0.55 
47.27 3.74 -31.25 -27.52 5.00 5.99 6.16 -5.92 0.30 -0.53 0.27 5.00 5.37 7.11 -4.80 -0.02 0.86 -0.56 
47.28 3.72 -31.19 -27.47 5.00 5.99 6.16 -5.92 0.30 -0.52 0.28 5.00 5.37 7.12 -4.80 -0.01 0.85 -0.56 
47.29 3.70 -31.12 -27.42 5.00 5.99 6.15 -5.92 0.29 -0.52 0.29 5.00 5.37 7.13 -4.81 -0.01 0.85 -0.57 
47.30 3.69 -31.05 -27.36 5.00 6.00 6.15 -5.91 0.29 -0.51 0.29 5.00 5.37 7.14 -4.81 -0.01 0.84 -0.58 
47.31 3.67 -30.98 -27.32 5.00 6.00 6.14 -5.91 0.29 -0.51 0.30 5.00 5.37 7.15 -4.82 -0.00 0.84 -0.58 
47.32 3.65 -30.92 -27.27 5.00 6.00 6.14 -5.91 0.28 -0.50 0.31 5.00 5.37 7.16 -4.82 0.00 0.83 -0.59 
47.33 3.64 -30.86 -27.22 5.00 6.01 6.13 -5.91 0.28 -0.50 0.31 5.00 5.37 7.16 -4.83 0.01 0.82 -0.60 
47.34 3.62 -30.79 -27.17 5.00 6.01 6.13 -5.90 0.27 -0.49 0.32 5.00 5.37 7.17 -4.84 0.01 0.82 -0.60 
47.35 3.60 -30.73 -27.12 5.00 6.01 6.12 -5.90 0.27 -0.48 0.32 5.00 5.37 7.18 -4.84 0.01 0.81 -0.61 
47.36 3.59 -30.67 -27.08 5.00 6.01 6.12 -5.90 0.27 -0.48 0.33 5.00 5.37 7.19 -4.85 0.02 0.81 -0.62 
47.37 3.57 -30.61 -27.03 5.00 6.02 6.11 -5.89 0.26 -0.47 0.34 5.00 5.37 7.20 -4.85 0.02 0.80 -0.62 
47.38 3.56 -30.55 -26.99 5.00 6.02 6.11 -5.89 0.26 -0.46 0.34 5.00 5.37 7.20 -4.86 0.02 0.79 -0.63 
47.39 3.54 -30.49 -26.95 5.00 6.02 6.10 -5.89 0.26 -0.46 0.35 5.00 5.37 7.21 -4.87 0.03 0.79 -0.63 
47.40 3.53 -30.43 -26.90 5.00 6.02 6.10 -5.88 0.25 -0.45 0.35 5.00 5.37 7.22 -4.87 0.03 0.78 -0.64 
47.41 3.52 -30.37 -26.86 5.00 6.03 6.09 -5.88 0.25 -0.45 0.36 5.00 5.37 7.23 -4.88 0.04 0.77 -0.65 
47.42 3.50 -30.32 -26.82 5.00 6.03 6.09 -5.87 0.24 -0.44 0.37 5.00 5.37 7.24 -4.89 0.04 0.77 -0.65 
47.43 3.49 -30.26 -26.78 5.00 6.03 6.08 -5.87 0.24 -0.43 0.37 5.00 5.37 7.24 -4.89 0.04 0.76 -0.66 
47.44 3.47 -30.21 -26.74 5.00 6.03 6.08 -5.87 0.24 -0.43 0.38 5.00 5.38 7.25 -4.90 0.05 0.75 -0.66 
47.45 3.46 -30.16 -26.70 5.00 6.04 6.08 -5.86 0.23 -0.42 0.38 5.00 5.38 7.26 -4.91 0.05 0.75 -0.67 
47.46 3.45 -30.10 -26.66 5.00 6.04 6.07 -5.86 0.23 -0.41 0.39 5.00 5.38 7.27 -4.91 0.05 0.74 -0.67 
47.47 3.43 -30.05 -26.62 5.00 6.04 6.07 -5.86 0.23 -0.41 0.39 5.00 5.38 7.27 -4.92 0.06 0.74 -0.68 
47.48 3.42 -30.00 -26.58 5.00 6.04 6.06 -5.85 0.22 -0.40 0.40 5.00 5.38 7.28 -4.93 0.06 0.73 -0.68 
47.49 3.41 -29.95 -26.54 5.00 6.05 6.06 -5.85 0.22 -0.39 0.40 5.00 5.38 7.29 -4.93 0.06 0.72 -0.69 
47.50 3.40 -29.90 -26.51 5.00 6.05 6.06 -5.84 0.22 -0.39 0.41 5.00 5.38 7.29 -4.94 0.07 0.72 -0.69 
47.51 3.38 -29.85 -26.47 5.00 6.05 6.05 -5.84 0.21 -0.38 0.41 5.00 5.38 7.30 -4.95 0.07 0.71 -0.70 
47.52 3.37 -29.81 -26.43 5.00 6.05 6.05 -5.84 0.21 -0.37 0.42 5.00 5.38 7.31 -4.95 0.08 0.70 -0.70 
47.53 3.36 -29.76 -26.40 5.00 6.05 6.05 -5.83 0.20 -0.37 0.42 5.00 5.38 7.32 -4.96 0.08 0.70 -0.71 
47.54 3.35 -29.71 -26.36 5.00 6.06 6.04 -5.83 0.20 -0.36 0.43 5.00 5.38 7.32 -4.97 0.08 0.69 -0.71 
47.55 3.34 -29.67 -26.33 5.00 6.06 6.04 -5.82 0.20 -0.35 0.43 5.00 5.38 7.33 -4.98 0.09 0.68 -0.72 
47.56 3.33 -29.62 -26.30 5.00 6.06 6.03 -5.82 0.19 -0.35 0.43 5.00 5.38 7.34 -4.98 0.09 0.68 -0.72 
47.57 3.31 -29.58 -26.26 5.00 6.06 6.03 -5.81 0.19 -0.34 0.44 5.00 5.38 7.34 -4.99 0.09 0.67 -0.72 
47.58 3.30 -29.54 -26.23 5.00 6.06 6.03 -5.81 0.19 -0.33 0.44 5.00 5.39 7.35 -5.00 0.10 0.66 -0.73 
47.59 3.29 -29.49 -26.20 5.00 6.07 6.02 -5.80 0.18 -0.33 0.45 5.00 5.39 7.36 -5.01 0.10 0.66 -0.73 
47.60 3.28 -29.45 -26.17 5.00 6.07 6.02 -5.80 0.18 -0.32 0.45 5.00 5.39 7.36 -5.01 0.10 0.65 -0.74 
47.61 3.27 -29.41 -26.14 5.00 6.07 6.02 -5.80 0.18 -0.31 0.46 5.00 5.39 7.37 -5.02 0.11 0.64 -0.74 
47.62 3.26 -29.37 -26.11 5.00 6.07 6.02 -5.79 0.17 -0.31 0.46 5.00 5.39 7.38 -5.03 0.11 0.63 -0.75 
47.63 3.25 -29.33 -26.08 5.00 6.07 6.01 -5.79 0.17 -0.30 0.46 5.00 5.39 7.38 -5.03 0.11 0.63 -0.75 
47.64 3.24 -29.30 -26.05 5.00 6.07 6.01 -5.78 0.17 -0.29 0.47 5.00 5.39 7.39 -5.04 0.12 0.62 -0.75 
47.65 3.23 -29.26 -26.03 5.00 6.08 6.01 -5.78 0.16 -0.29 0.47 5.00 5.39 7.39 -5.05 0.12 0.61 -0.76 
47.66 3.22 -29.22 -26.00 5.00 6.08 6.00 -5.77 0.16 -0.28 0.47 5.00 5.39 7.40 -5.06 0.12 0.61 -0.76 
47.67 3.22 -29.19 -25.97 5.00 6.08 6.00 -5.77 0.16 -0.27 0.48 5.00 5.40 7.41 -5.07 0.13 0.60 -0.76 
47.68 3.21 -29.15 -25.94 5.00 6.08 6.00 -5.76 0.15 -0.26 0.48 5.00 5.40 7.41 -5.07 0.13 0.59 -0.77 
47.69 3.20 -29.12 -25.92 5.00 6.08 6.00 -5.76 0.15 -0.26 0.48 5.00 5.40 7.42 -5.08 0.13 0.59 -0.77 
47.70 3.19 -29.08 -25.89 5.00 6.08 5.99 -5.75 0.15 -0.25 0.49 5.00 5.40 7.42 -5.09 0.14 0.58 -0.77 
47.71 3.18 -29.05 -25.87 5.00 6.08 5.99 -5.75 0.14 -0.24 0.49 5.00 5.40 7.43 -5.10 0.14 0.57 -0.78 
47.72 3.17 -29.02 -25.85 5.00 6.09 5.99 -5.74 0.14 -0.24 0.49 5.00 5.40 7.43 -5.10 0.14 0.56 -0.78 
47.73 3.17 -28.99 -25.82 5.00 6.09 5.99 -5.74 0.14 -0.23 0.50 5.00 5.40 7.44 -5.11 0.15 0.56 -0.78 
47.74 3.16 -28.96 -25.80 5.00 6.09 5.98 -5.73 0.13 -0.22 0.50 5.00 5.41 7.45 -5.12 0.15 0.55 -0.79 
47.75 3.15 -28.93 -25.78 5.00 6.09 5.98 -5.73 0.13 -0.22 0.50 5.00 5.41 7.45 -5.13 0.15 0.54 -0.79 
47.76 3.14 -28.90 -25.75 5.00 6.09 5.98 -5.72 0.13 -0.21 0.51 5.00 5.41 7.46 -5.14 0.16 0.54 -0.79 
47.77 3.14 -28.87 -25.73 5.00 6.09 5.98 -5.72 0.12 -0.20 0.51 5.00 5.41 7.46 -5.14 0.16 0.53 -0.80 
47.78 3.13 -28.84 -25.71 5.00 6.09 5.98 -5.71 0.12 -0.19 0.51 5.00 5.41 7.47 -5.15 0.16 0.52 -0.80 
47.79 3.12 -28.81 -25.69 5.00 6.10 5.97 -5.71 0.12 -0.19 0.52 5.00 5.41 7.47 -5.16 0.17 0.51 -0.80 
47.80 3.11 -28.79 -25.67 5.00 6.10 5.97 -5.70 0.11 -0.18 0.52 5.00 5.42 7.48 -5.17 0.17 0.51 -0.80 
47.81 3.11 -28.76 -25.65 5.00 6.10 5.97 -5.70 0.11 -0.17 0.52 5.00 5.42 7.48 -5.18 0.17 0.50 -0.81 
47.82 3.10 -28.74 -25.63 5.00 6.10 5.97 -5.69 0.11 -0.17 0.52 5.00 5.42 7.49 -5.18 0.18 0.49 -0.81 
47.83 3.10 -28.71 -25.62 5.00 6.10 5.97 -5.69 0.10 -0.16 0.53 5.00 5.42 7.49 -5.19 0.18 0.49 -0.81 
47.84 3.09 -28.69 -25.60 5.00 6.10 5.97 -5.68 0.10 -0.15 0.53 5.00 5.42 7.50 -5.20 0.18 0.48 -0.81 
47.85 3.08 -28.67 -25.58 5.00 6.10 5.96 -5.68 0.10 -0.14 0.53 5.00 5.42 7.50 -5.21 0.19 0.47 -0.82 
47.86 3.08 -28.64 -25.56 5.00 6.10 5.96 -5.67 0.09 -0.14 0.53 5.00 5.43 7.51 -5.22 0.19 0.46 -0.82 
47.87 3.07 -28.62 -25.55 5.00 6.10 5.96 -5.67 0.09 -0.13 0.53 5.00 5.43 7.51 -5.22 0.19 0.46 -0.82 
47.88 3.07 -28.60 -25.53 5.00 6.10 5.96 -5.66 0.09 -0.12 0.54 5.00 5.43 7.52 -5.23 0.20 0.45 -0.82 
47.89 3.06 -28.58 -25.52 5.00 6.10 5.96 -5.65 0.08 -0.11 0.54 5.00 5.43 7.52 -5.24 0.20 0.44 -0.82 
47.90 3.06 -28.56 -25.50 5.00 6.11 5.96 -5.65 0.08 -0.11 0.54 5.00 5.43 7.52 -5.25 0.20 0.44 -0.83 
47.91 3.05 -28.54 -25.49 5.00 6.11 5.96 -5.64 0.08 -0.10 0.54 5.00 5.44 7.53 -5.26 0.21 0.43 -0.83 
47.92 3.05 -28.52 -25.48 5.00 6.11 5.96 -5.64 0.07 -0.09 0.54 5.00 5.44 7.53 -5.27 0.21 0.42 -0.83 
47.93 3.04 -28.51 -25.46 5.00 6.11 5.96 -5.63 0.07 -0.09 0.55 5.00 5.44 7.54 -5.27 0.21 0.41 -0.83 
47.94 3.04 -28.49 -25.45 5.00 6.11 5.95 -5.63 0.07 -0.08 0.55 5.00 5.44 7.54 -5.28 0.22 0.41 -0.83 
47.95 3.03 -28.47 -25.44 5.00 6.11 5.95 -5.62 0.07 -0.07 0.55 5.00 5.44 7.54 -5.29 0.22 0.40 -0.83 
47.96 3.03 -28.46 -25.43 5.00 6.11 5.95 -5.62 0.06 -0.06 0.55 5.00 5.45 7.55 -5.30 0.22 0.39 -0.84 
